,ZFP36,GADD45B,PNRC1,KIF21B,ELFN2,CSPG5,CP,ATF3,RGS1,CD40,ARPP21,SPHKAP,MBOAT1,JUNB,OLFML2B,TNFRSF1A,CEBPD,TNFAIP3,FCGR2A,SGK1,PRDM1,STX11,ARMCX4,C1orf85,PNRC1.1,FPR3,TRAM2,LCP2,FCGR2A.1,GBP2,CCRL2,OLFML2B.1,CAP1,KYNU,HMOX1,PLAUR,SERPINA5,SERPINE1,FCGR2A.2,SPIRE2,CXCL1
CGGA_426,82371.9222,92895.42171,16364.93356,421.5885782,20.26868164,4499.647325,46451.76459,15456.89662,23994.06533,1232.335844,587.7917677,60.80604493,510.7707774,101250.1723,8581.759808,109892.7381,53971.44548,5484.705253,31258.36083,25198.02502,2249.823662,1313.410571,1370.162879,8865.521351,16364.93356,3145.699391,2643.036086,10612.68171,31258.36083,30273.3029,729.6725392,8581.759808,56156.40936,1755.26783,71974.08852,19466.04185,360.7825333,77584.4596,31258.36083,1293.141889,2237.662453
CGGA_483,76485.47649,15197.91807,12607.40894,1075.081127,19.83544515,8084.927442,8255.51227,20006.02998,169255.8534,5700.706935,337.2025675,3.967089029,1356.744448,48442.12414,21553.1947,44157.66799,8092.86162,8009.55275,33966.21627,24151.63801,2669.850917,2364.385062,2197.767322,20609.02751,12607.40894,9203.646548,3665.590263,15900.09283,33966.21627,15586.6928,1598.736879,21553.1947,73704.54708,2277.109103,22652.07836,41602.86265,670.438046,173591.8817,33966.21627,2638.114205,214.2228076
CGGA_493,73629.89996,27735.48103,53268.73466,25155.72894,23809.22419,142175.8007,2340.653118,11287.98842,66041.65356,1573.019568,28402.44133,8431.384886,1119.989933,51230.1013,2239.979865,28616.37199,11602.59234,1925.375952,9199.018436,159680.3624,868.3068017,1812.118543,12483.48329,13490.21582,53268.73466,113.2574089,2441.32637,9148.68181,9199.018436,7034.54351,893.4751148,2239.979865,104851.1923,176.1781917,16648.83911,2856.603536,264.2672875,9752.721324,9199.018436,9513.622349,4278.613226
CGGA_525,116529.5017,56983.53228,24301.56756,1322.80371,122.7751947,2103.02027,16574.65128,3378.298098,63629.23475,3231.759963,3251.562413,43.56539165,673.2833255,76077.0553,23747.09894,65177.7864,35719.66067,7576.417657,64021.32328,26816.47881,2708.975263,1211.909986,1564.393609,22855.98866,24301.56756,5817.960031,3469.389372,26044.18323,64021.32328,16055.82707,2110.94125,23747.09894,61106.40253,1790.141548,48543.72777,17489.5245,4443.669949,15089.46747,64021.32328,1152.502634,1172.305084
CGGA_541,67020.35731,46060.1676,54379.93609,25120.07395,25401.41878,116054.7417,2069.894094,10490.14288,14167.72171,6571.411346,110427.8451,10771.48771,864.130544,55324.45088,6129.298045,25501.89908,30525.91387,4943.630554,6089.105926,67301.70214,5003.918732,2029.701975,15594.54191,20437.69217,54379.93609,2210.566508,1426.820201,14328.49018,6089.105926,5506.320211,2813.448283,6129.298045,119169.6308,984.706899,8118.807902,5365.647796,2250.758626,5787.665039,6089.105926,26426.3178,4642.189667
CGGA_789,158593.2639,41547.17335,16331.04254,1873.655157,1929.273863,16921.99129,25428.17713,10310.31762,90178.77938,3973.261307,4202.688469,291.9982063,656.9959642,80615.83812,13139.91928,50957.16317,30924.00051,5123.873287,47133.37713,27531.25945,1877.131326,1275.754068,1647.704164,20060.97201,16331.04254,5221.206022,1327.896605,9733.273543,47133.37713,12177.02044,1797.179436,13139.91928,46424.23863,2384.652018,89959.78072,20787.49135,1303.563421,28786.1565,47133.37713,1675.513517,2158.701025
CGGA_791,42059.09069,54776.01951,54799.92351,10959.9847,8497.872544,109336.903,12979.87283,27931.82579,39310.13052,3322.656213,21382.12937,3525.840226,1649.376106,40816.08261,3466.080222,37266.33839,34875.93823,6944.112444,21035.52135,86556.38954,1876.46412,848.5920543,7302.672467,23975.71353,54799.92351,3430.22422,4242.960272,14700.96094,21035.52135,19218.81723,1804.752116,3466.080222,153559.3058,1888.416121,19469.80925,3011.904193,3071.664197,12645.21681,21035.52135,6167.232395,956.1600612
CGGA_837,67949.9966,65099.62146,25200.03627,4431.398327,2261.033162,45016.66024,4216.061836,34170.50117,38069.22502,918.0134642,1513.022191,39.66724845,294.6709885,73021.73765,4652.401569,58282.52148,37700.88628,5944.420518,21901.9879,27336.40093,861.3459664,1252.351701,3343.38237,10585.48859,25200.03627,3275.381372,1819.026679,6397.7605,21901.9879,32187.13874,759.3444704,4652.401569,67082.98388,2204.365664,218526.8717,17476.25632,226.6699912,38635.89999,21901.9879,2601.038149,1088.015958
CGGA_871,13259.36052,11401.19188,38756.08882,37495.18867,47476.20881,408876.7371,9874.839069,5760.32279,2827.070863,2853.616129,54165.61592,11255.19292,1048.538019,16524.42828,3251.795124,17918.05476,2986.34246,5189.599565,13869.90165,38172.09296,2335.983436,1234.354884,22364.38687,19670.04234,38756.08882,4247.24261,1897.986542,9131.571612,13869.90165,8441.394688,3079.250893,3251.795124,72229.66964,1313.990683,19816.0413,2906.706662,650.3590247,796.3579895,13869.90165,16776.60831,398.1789947
CGGA_342,67774.01954,140854.2796,22400.63373,1948.974588,647.5625244,42110.42513,14862.50299,5903.506897,67880.89879,3130.93337,2539.953979,182.3234292,440.091036,49535.38961,3099.498296,51905.59419,49208.46484,2703.416364,23060.77029,39840.81279,1200.819827,1018.496398,1395.717286,22526.37403,22400.63373,3709.338732,1722.642055,12027.05931,23060.77029,40739.8559,1527.744596,3099.498296,93041.53202,3589.885451,119402.9851,10794.80441,1005.922368,21495.3036,23060.77029,2043.27981,1106.514605
CGGA_1027,15821.7205,78889.26258,35584.24847,8817.465308,8159.445509,20296.25514,3436.325617,94513.57714,10418.64682,2273.823972,14315.5863,979.7183675,314.3872373,70788.30772,4342.930674,46580.49044,10601.4301,8386.096773,16706.39157,19989.17923,826.1804144,584.9064881,5322.649041,10988.93064,35584.24847,3531.372922,2339.625952,6521.707342,16706.39157,46755.96239,906.6050565,4342.930674,60596.31216,1615.804173,262842.3531,9541.287087,1001.652361,32462.31009,16706.39157,5563.922968,4043.166099
CGGA_1307,47236.12831,20975.42256,40180.36247,7648.833923,2407.158681,62498.9098,59507.40463,18515.93434,84669.19011,4090.425439,9637.356312,235.4829144,1779.204242,42892.77678,10073.43578,55251.26899,25693.80244,9105.339357,25946.72853,48849.62236,1674.545169,1709.431527,7980.254322,18446.16163,40180.36247,3636.902789,6218.493258,17399.5709,25946.72853,58940.50132,1779.204242,10073.43578,146636.083,3043.834708,27324.73966,8747.754191,627.9544384,12009.62863,25946.72853,3881.107293,601.7896701
CGGA_1314,62358.87161,34443.27831,42998.44162,3728.969882,1558.375473,51267.37271,30650.70127,10598.5434,92659.73349,5056.769392,993.8619089,47.70537162,1526.571892,155614.9222,22167.09602,53986.57889,42314.66463,3410.934071,15941.54502,36112.96632,691.7278886,882.5493751,6845.720828,26643.45005,42998.44162,4388.894189,4555.86299,12816.84318,15941.54502,45002.06723,1455.013835,22167.09602,68862.70394,1812.804122,27239.7672,5971.122348,3013.389308,16673.02738,15941.54502,8268.931082,389.5938683
CGGA_1409,73856.92652,160315.1007,28752.2403,17081.84559,7189.796741,55476.05485,3834.558262,58504.80014,76468.872,916.9595843,12712.39424,1062.839518,465.4264557,174097.2811,6133.903886,8044.236353,21972.29671,3112.105256,8780.582686,54503.52196,1389.332704,3334.398488,10503.35524,9204.329161,28752.2403,910.0129208,1938.119121,11184.12826,8780.582686,15553.57962,1576.892618,6133.903886,80831.37669,527.9464273,14990.89987,3223.251872,55.57330814,10149.0754,8780.582686,8217.902941,680.7730247
CGGA_236,24142.4404,73131.47571,37811.97957,23494.17117,6046.787155,339123.0482,547.6757313,17704.45629,3979.031843,5364.986755,19939.86744,1296.538466,581.2068985,41388.63741,6627.994054,34894.76802,10159.94367,6583.285831,5331.455588,62848.58443,3241.346165,570.0298427,11177.05574,19034.52593,37811.97957,3565.480781,3107.221496,11378.24274,5331.455588,6650.348165,1072.997351,6627.994054,78015.84907,245.8952263,43981.71434,4515.530519,1229.476131,21035.2189,5331.455588,12160.63665,2917.211548
CGGA_256,61093.01379,42376.82508,53690.88477,18454.42383,5133.500087,36254.43546,16651.15467,9743.470421,5380.722471,4304.577977,30946.42546,5220.755046,538.0722471,71156.41906,15429.58525,78922.11041,12971.9039,7198.534117,25842.01035,19748.70572,1948.694084,1279.739399,11910.3019,15225.99034,53690.88477,3097.551044,5220.755046,16738.40963,25842.01035,85538.9448,1875.981618,15429.58525,157320.6911,1774.184166,30350.18324,7154.906637,465.3597813,11619.45204,25842.01035,6136.932116,479.9022744
CGGA_273,57374.79668,81943.83583,21405.06978,21382.7883,6632.452225,155933.1853,1359.169941,28750.52919,55250.62945,1708.246374,18374.78925,7947.059217,267.3776933,172495.748,6209.10421,17817.75239,16718.53299,7508.856886,23752.05175,25720.24866,2681.204091,6387.356006,11690.34692,8964.579883,21405.06978,5421.825447,1314.606992,11044.18416,23752.05175,13859.0771,4404.304781,6209.10421,83406.98598,1002.66635,13569.41793,16087.22455,1396.305732,2592.078193,23752.05175,6988.955816,5518.378503
CGGA_300,83769.7934,30951.76289,46496.35817,28722.38086,20186.59622,136465.666,4962.665486,15666.7532,19316.22104,4489.303547,27103.78842,2580.586053,3252.454611,108415.1537,6031.547283,29317.90072,8077.692437,3664.73759,16170.65461,72012.09363,977.2633572,549.7106384,15620.94398,19789.58298,46496.35817,1435.355556,2840.171632,10230.72577,16170.65461,5802.501183,1282.658156,6031.547283,144375.3913,458.0921987,22843.53097,6764.494801,916.1843974,1297.927896,16170.65461,11421.76549,870.3751775
CGGA_337,62466.33067,54888.48718,48926.77146,14006.44057,17873.17587,82087.31878,48160.60719,19740.70128,13132.53445,5099.780925,30586.71423,2334.406761,1029.533238,81440.86768,6356.769181,48579.60327,10977.69744,7661.642704,36823.77025,20602.63608,2142.865694,1532.328541,14940.20327,17262.63872,48926.77146,3866.735302,2537.919146,22015.25146,36823.77025,36524.48733,873.9061209,6356.769181,93100.93017,1364.730107,19501.27495,6979.277651,16053.53573,6284.941281,36823.77025,10307.3037,3004.800498
CGGA_479,62123.68382,52291.26502,49251.07519,23194.42385,1186.415542,172979.386,4790.152751,21919.02714,17633.10099,4523.209254,12991.25019,3811.359929,4300.75634,90345.54353,6910.870532,41435.56281,15438.23224,4538.039448,21281.32879,44193.97894,1319.887291,1898.264867,16298.38351,23224.08424,49251.07519,4107.963814,4271.095951,14177.66573,21281.32879,20272.87557,3529.586238,6910.870532,104478.7187,1349.547679,24247.36764,6940.530921,311.4340798,4493.548865,21281.32879,12902.26902,2313.510307
CGGA_485,34455.89012,58729.52985,50871.63233,20760.69731,8505.018489,260921.8172,36634.97095,7157.950343,51954.56947,2879.027998,22754.88642,3354.463814,633.9144216,32593.76651,1426.307448,41045.9588,21671.94929,3948.758584,13285.78975,61767.03645,4292.128896,1624.405705,12836.76704,12942.41944,50871.63233,2971.473851,1677.231907,11304.80718,13285.78975,8386.159535,964.0781828,1426.307448,88444.26836,1888.536714,15425.25092,2469.624934,105.6524036,9310.618067,13285.78975,8610.670893,2522.451136
CGGA_491,37695.33749,27414.79091,55071.30974,28410.1412,8119.214526,191590.712,2417.279281,12143.27356,43923.38647,3014.489456,15826.06965,4379.541286,2431.498571,41264.37926,3526.383892,15811.85036,13664.73758,8958.15263,14162.41273,89652.62275,2061.797034,1165.981771,16281.08692,19537.30431,55071.30974,2900.735137,6526.654059,22622.89021,14162.41273,11290.11617,1407.709699,3526.383892,152274.3754,1265.5168,24115.91565,4493.295605,170.6314787,10636.02884,14162.41273,16252.64834,597.2101753
CGGA_502,36847.58603,28322.2905,61187.59083,10127.36448,12187.16743,77711.78779,2849.394075,4954.970419,150354.1717,2849.394075,32487.66979,7598.384199,675.1576321,19911.42847,7758.591095,35291.29047,33746.43826,4634.556627,23802.16737,90345.24586,1865.266001,457.7339879,12976.75856,10504.99502,61187.59083,1727.945804,2643.41378,16650.07381,23802.16737,27532.69937,1842.379301,7758.591095,131106.4575,1293.098516,16432.65017,2265.78324,34.33004909,2082.689645,23802.16737,10093.03443,297.5270921
CGGA_510,39469.60565,65851.55846,52436.71431,30187.70449,19907.00878,167229.2061,19424.8321,24367.1431,6698.811779,4752.88445,35836.05993,16445.66902,1549.853625,46237.29981,7370.415016,57189.59876,13190.97641,6423.282246,24711.55502,20854.14155,2651.971758,1033.23575,12967.10866,21680.73015,52436.71431,5390.046496,3099.70725,15154.12433,24711.55502,14964.69778,1963.147925,7370.415016,101773.7214,1291.544687,29361.11589,4701.222662,361.6325125,2255.898054,24711.55502,10952.29895,1033.23575
CGGA_591,64165.67646,72610.76218,43922.93329,18195.12816,4339.246308,85798.25157,36496.35036,15670.08997,39562.46817,6301.98608,17070.53132,838.1429299,1209.472076,90699.7963,5432.014938,31838.82193,22216.09234,6004.922764,23414.95502,66542.18299,1464.097776,3320.743507,10991.34273,11956.79851,43922.93329,3479.88457,5219.826855,14450.00849,23414.95502,37048.03938,2599.304023,5432.014938,110592.4291,1092.76863,22332.79579,3893.651333,933.6275675,9506.026142,23414.95502,6333.814293,6270.157868
CGGA_598,9904.350509,9642.085776,45248.38013,44662.14131,35976.55045,406865.1651,3563.714903,6942.301759,4335.081765,2792.348041,49382.90651,14008.02222,1511.87905,23125.57853,1619.87041,32829.37365,4643.62851,6325.208269,9919.777846,33215.05708,1527.306387,416.5381055,19608.14563,11956.18636,45248.38013,2931.194076,2730.638692,10398.0253,9919.777846,6294.353595,1928.417155,1619.87041,89216.29127,1110.768281,15103.36316,3286.022832,46.28201172,663.3755014,9919.777846,18898.48812,663.3755014
CGGA_601,16841.55979,26705.90195,48970.07384,26539.33707,32868.8024,214739.1409,2202.357818,3719.94892,19580.62665,4497.25168,93850.0546,15305.46148,444.1730054,17433.79046,5922.306738,20191.36454,18081.54276,3868.006589,10178.96471,76212.68484,6384.986952,2220.865027,19673.1627,16693.50212,48970.07384,1739.677604,2017.285733,10567.61609,10178.96471,3423.833583,2646.530824,5922.306738,159643.181,1628.634353,11455.9621,4515.758888,2313.40107,3146.225455,10178.96471,18026.02114,499.6946311
CGGA_710,84217.40626,45483.31613,34282.76574,3550.0516,1506.707946,25084.27933,37131.06295,8971.448228,58135.53492,4348.125215,3508.77193,433.4365325,2036.463708,57880.97695,5462.676299,43254.21397,29824.5614,5882.352941,49886.48091,65153.07878,3336.773306,1658.066735,4210.526316,22923.97661,34282.76574,16181.63055,2008.943928,22923.97661,49886.48091,35273.47781,3295.493636,5462.676299,97942.89646,2414.860681,66418.98865,6040.591675,921.9126247,6164.430685,49886.48091,1871.345029,859.9931201
CGGA_715,41590.50299,28959.31319,53194.76679,38899.95687,33991.25059,275914.4776,287.5392799,7743.022038,718.8481998,4806.013679,85645.62838,9858.489597,1006.38748,67448.49966,1376.08084,22859.37275,4292.550679,2937.008359,5874.016718,31711.47487,2485.160919,451.8474399,16862.12492,20949.29039,53194.76679,534.0015199,2177.083119,12549.03572,5874.016718,4744.398119,677.7711598,1376.08084,120910.2672,308.0777999,6716.096038,3019.162439,308.0777999,616.1555998,5874.016718,20271.51923,985.8489597
CGGA_747,42373.73342,31470.28923,95952.54321,17092.48936,6445.991085,110330.3431,547.406522,6088.501112,34296.69433,2871.09135,2658.831678,1083.641482,1999.709539,54852.36781,12098.80129,31928.32326,13037.21247,4781.428396,20030.61008,105157.91,2949.292282,1429.959894,11506.70852,39938.33298,95952.54321,3027.493213,15182.15231,9294.739312,20030.61008,11987.08567,904.8964955,12098.80129,117536.0004,659.1221387,16924.91593,3910.046585,547.406522,7719.549116,20030.61008,12947.83998,323.9752885
CGGA_761,82424.65234,21214.47071,28299.70801,14450.91473,6648.080635,91200.77863,49250.23507,12479.58561,10153.58221,3109.586103,9378.247744,494.8943401,651.6108811,19144.16272,16818.15932,90326.4653,15391.21398,4932.446923,37521.23922,81764.79322,2738.415348,536.1355351,7514.14573,16125.30725,28299.70801,2606.443524,3678.714594,22624.91958,37521.23922,76890.08397,1179.498177,16818.15932,112852.406,1047.526353,15671.6541,7728.599944,2886.88365,6664.577113,37521.23922,3439.515663,0
CGGA_856,61127.39522,22585.09056,53537.05486,21436.69612,8793.420247,304258.9028,1421.821682,5009.187155,44776.44588,1684.311838,22256.97786,5041.998425,634.3512118,53832.35629,3270.189868,31159.76901,34626.82649,1924.927815,8443.433371,109228.7164,2307.72596,437.4835944,10805.84478,17674.33721,53537.05486,623.414122,820.2817394,9252.778021,8443.433371,2920.202992,1749.934377,3270.189868,55396.36014,984.3380873,9055.910403,1498.381311,43.74835944,5326.362761,8443.433371,11352.69927,1006.212267
CGGA_864,61848.13147,79372.41017,56793.5445,7761.485074,2745.384803,86659.2259,22181.16974,5824.32103,108737.7644,3951.301492,15202.24762,1796.046133,1475.323609,60796.16159,2950.647218,59603.0738,34933.09728,3438.145454,24772.60773,71354.34707,3463.803256,1051.969878,8621.021437,16728.88684,56793.5445,1834.532836,2386.175576,11199.63053,24772.60773,13290.74138,1231.574491,2950.647218,84221.73472,846.7074626,11546.01085,2848.01601,1359.8635,9095.690772,24772.60773,8479.903527,307.8936228
CGGA_898,21325.54318,38378.67446,48804.08983,28281.90615,26766.478,202410.0785,9530.765017,11813.03633,33412.45207,2556.143874,48712.79898,3888.990323,839.8758444,22548.84061,4436.735439,49735.25653,22201.93537,4071.572028,14697.82728,76300.89465,3615.117765,566.0032865,14314.4057,11155.74219,48804.08983,693.8104802,2848.274603,9603.797699,14697.82728,7449.333577,821.6176739,4436.735439,153441.6651,712.0686507,20558.70002,2702.209239,419.9379222,6645.974073,14697.82728,10480.18988,620.7777981
CGGA_905,48370.33796,35354.91633,44309.85453,23433.22761,11292.7923,29845.23679,24335.55726,8244.011812,60743.19151,3076.123811,17622.77152,1326.151154,1763.644318,32142.07591,6986.218965,55794.05009,36475.99256,5140.544679,27493.71104,110412.3373,2023.405884,2091.764191,12550.58515,18224.32462,44309.85453,3117.138795,1585.91272,23665.64585,27493.71104,25087.49863,2146.450837,6986.218965,159097.1235,1613.256043,20534.83539,2556.600678,1626.927704,23720.33249,27493.71104,9611.17795,300.7765504
CGGA_908,29173.59956,14309.48419,70230.17194,22823.07266,18718.802,117540.2108,1455.906822,2787.021631,26650.02773,1636.161952,24514.69773,8610.648918,2121.464226,23433.16694,24805.87909,59941.76373,21006.65557,4589.572934,15280.08874,128965.6129,2884.082085,1053.799224,19744.86966,26774.81974,70230.17194,1358.846367,3521.907931,13796.45036,15280.08874,9317.803661,1774.819745,24805.87909,137922.9063,956.7387687,18580.1442,4062.673322,110.9262341,3105.934554,15280.08874,10191.34775,651.6916251
CGGA_D21,28753.56514,21359.53579,37882.10681,7394.029344,4801.201642,23666.25837,10568.00808,15020.5191,53483.77695,3567.373287,6097.615493,8145.055299,1108.657362,59062.8269,22843.70613,41735.58522,32177.88586,6017.148426,29486.70952,68593.7039,1251.709925,1850.742532,6294.312767,7867.890958,37882.10681,5024.721271,4255.813746,15154.63088,29486.70952,121621.5008,1555.696621,22843.70613,144500.9701,1564.637406,25123.60636,3442.202294,4470.39259,46483.14215,29486.70952,7930.476454,143.0525629
CGGA_277,30097.1254,31526.59199,68203.18007,12688.96373,12649.80027,225483.6688,4621.289261,13903.03125,6070.337589,4817.106603,104037.7536,4092.582439,1644.865669,61937.02514,5600.375969,23576.40793,13041.43495,2447.71677,7029.842563,61232.08271,2800.187985,1076.995379,15782.87773,34052.6357,68203.18007,1351.139657,1625.283935,8067.674473,7029.842563,9203.415054,3035.168795,5600.375969,90115.1406,822.4328347,16350.74802,7636.876322,1703.610872,1253.230986,7029.842563,21461.58064,1096.577113
CGGA_1004,85667.73012,24868.08342,52956.9872,5642.1463,1941.629293,11893.4312,16340.143,19682.79107,30266.57428,5946.715601,3045.693009,350.2546961,2162.442037,65147.37347,9632.004142,47094.02816,24753.86993,8025.40108,42982.34259,26253.87374,1918.786596,1591.374597,5581.23244,29794.49186,52956.9872,7888.344894,2535.53943,31835.10618,42982.34259,40012.79191,3083.764172,9632.004142,97667.76058,3616.760449,35901.10635,12251.30013,85660.11589,1994.928921,42982.34259,5337.576999,121.8277204
CGGA_1008,116412.1704,42410.15663,26027.51134,2460.42501,439.0912326,161903.5362,2642.117934,18911.20515,29570.52335,5193.389406,2695.111703,0,2150.032932,116889.1143,3944.250555,62615.92387,54008.2216,11136.26212,19577.41254,28972.45081,4724.016019,734.3422338,3883.686247,17450.09122,26027.51134,1044.734312,5503.781484,7759.801955,19577.41254,26671.00711,931.1762346,3944.250555,91989.61322,522.367156,41433.55717,8766.683574,401.2385401,6980.03649,19577.41254,3633.858476,484.5144635
CGGA_247,42180.66057,29985.25315,88235.29412,18831.48803,7151.049835,121673.1818,1638.538424,13084.8997,40109.07984,1603.426886,2633.365324,2106.692259,2481.215327,48430.51427,9573.745933,27433.81475,9643.969008,4541.092203,19404.97648,112263.2897,3955.899909,1638.538424,23232.13408,26333.65324,88235.29412,2528.030711,13201.93816,10041.89977,19404.97648,23220.43023,948.0115166,9573.745933,117892.8396,702.230753,15332.03811,4330.422977,1041.642284,3710.119145,19404.97648,11949.62665,316.0038389
CGGA_759,46091.09328,48929.39066,38584.77851,9344.960237,6560.215639,99045.86796,12593.82893,17270.77178,20475.01317,2275.993181,9818.0098,464.1240996,1026.428297,39602.28135,13406.04611,75598.67546,25044.85045,4864.377583,53561.70619,49937.96803,2374.173279,1508.403324,6265.675345,24232.63328,38584.77851,5292.799829,3480.930747,17449.28105,53561.70619,41485.55414,1677.987129,13406.04611,111693.2497,1642.285276,25089.47777,4230.669678,1124.608395,12736.63635,53561.70619,5855.104026,249.9129767
CGGA_1017,1626.744625,848.7363259,36531.02603,15524.80196,35.36401358,636.5522444,31297.15202,8746.699359,20900.13203,11.78800453,3170.973218,62217.08789,9029.611467,3795.737458,400.7921539,943.0403621,38417.10675,5882.214259,907.6763485,82.51603169,0,10632.78008,62169.93587,1414.560543,36531.02603,13697.66126,359251.226,223.972086,907.6763485,1556.016598,70.72802716,400.7921539,116453.6967,6330.158431,23.57600905,57926.25424,51277.81969,1862.504715,907.6763485,7343.92682,30012.25952
CGGA_1030,1151.515152,618.1818182,59527.27273,10472.72727,0,1345.454545,48872.72727,7975.757576,26860.60606,36.36363636,2860.606061,146424.2424,9503.030303,10836.36364,254.5454545,509.0909091,95381.81818,6909.090909,315.1515152,0,0,11442.42424,74606.06061,3272.727273,59527.27273,20703.0303,147115.1515,509.0909091,315.1515152,1600,169.6969697,254.5454545,115612.1212,12945.45455,1818.181818,70824.24242,13721.21212,1103.030303,315.1515152,7745.454545,26545.45455
CGGA_1051,2944.048504,320.638946,47206.79755,15507.26539,0,1792.663198,43534.02416,7141.503797,22911.11014,14.57449754,2433.94109,142305.394,10333.31876,10347.89326,233.1919607,378.9369361,93699.44471,5013.627155,160.319473,408.0859312,0,9356.827423,75933.13221,2142.451139,47206.79755,20885.25498,220395.5519,393.5114337,160.319473,1617.769227,29.14899509,233.1919607,105140.4253,11863.641,393.5114337,57481.81831,9342.252926,2419.366592,160.319473,7491.291738,20666.63752
CGGA_1058,1733.485782,381.1209875,21625.54248,13560.53062,0,295.0614097,40755.35721,6479.056787,848.3015528,86.05957782,2778.494941,135334.8332,20101.05853,23039.3784,258.1787334,282.7671843,37644.91818,8901.019191,24.5884508,307.3556351,73.76535241,13216.29231,33673.88338,1303.187893,21625.54248,16548.02739,226336.6897,24.5884508,24.5884508,860.5957782,1081.891835,258.1787334,200371.2856,12810.58287,110.6480286,72179.39734,48734.30949,6110.230025,24.5884508,4438.21537,25756.40222
CGGA_1086,334.4108795,10478.20756,30877.27121,19172.89042,445.8811727,1003.232639,69167.31691,25582.43228,4124.400847,836.0271988,2285.14101,9307.769479,12707.61342,2786.757329,2062.200424,222.9405863,68777.17088,1839.259837,5183.368632,0,0,1560.584104,12484.67283,10812.61844,30877.27121,9196.299186,230576.3014,0,5183.368632,2062.200424,1950.73013,2062.200424,69613.19808,30877.27121,1894.994984,185932.449,49604.28046,5071.898339,5183.368632,34165.64486,43696.35492
CGGA_1100,1835.781041,200.2670227,28704.93992,15620.82777,0,767.6902537,61815.75434,25667.55674,600.8010681,0,1234.979973,10981.30841,19492.65688,28671.56208,100.1335113,2369.826435,78671.56208,1535.380507,0,433.9118825,0,2436.582109,2837.116155,5807.743658,28704.93992,23097.46328,358277.7036,200.2670227,0,3471.29506,700.9345794,100.1335113,31074.76636,9979.973298,500.6675567,156775.7009,24732.9773,1869.158879,0,47730.30708,22997.32977
CGGA_1131,2202.795476,7171.432805,32301.08164,14293.47558,0,869.2645824,75191.38638,9986.664691,1886.699264,118.5360794,1313.77488,122813.2563,8633.377784,2311.453549,0,1076.702721,64355.21312,7112.164765,19.75601324,167.9261125,0,11112.75745,34335.95101,6539.240381,32301.08164,25880.37734,210441.053,39.51202647,19.75601324,6203.388156,819.8745493,0,111433.7927,11300.43957,5077.295402,148861.5597,15962.8587,5561.317726,19.75601324,11577.02376,10688.00316
CGGA_1134,973.9489127,2733.604511,24307.80059,10967.15582,286.4555626,57.29111251,29930.51406,5778.217919,474.6977894,188.2422268,2103.402274,60032.90147,16573.50041,2348.935613,311.0088965,261.9022286,37566.60092,3592.971199,425.5911215,0,0,7938.911305,41306.89212,1088.531138,24307.80059,16696.26707,329432.0814,40.92222322,425.5911215,1677.811152,662.9400162,311.0088965,121342.5763,14322.77813,2275.275611,121047.9363,79078.10416,3314.700081,425.5911215,2447.148949,32942.38969
CGGA_1144,1253.705614,182.8320687,50109.04627,14495.97116,0,1619.369752,46478.52376,7914.01669,23898.76327,78.35660089,1854.439554,85291.16007,8815.1176,8553.928931,417.9018714,692.1499745,73929.45294,6412.18184,130.5943348,0,117.5349013,7639.768587,87472.08546,2520.470662,50109.04627,17421.28426,246235.6183,169.7726353,130.5943348,1554.072584,65.29716741,417.9018714,125853.7605,13307.56272,0,60687.18739,11466.1826,1423.47825,130.5943348,13908.29666,27241.97824
CGGA_1147,823.3841087,232.2365435,25609.35702,10820.11168,0,760.0468696,40905.30027,9901.721717,4053.583304,21.11241304,1034.508239,71476.07436,11062.90443,14704.79568,0,295.5737826,57753.00588,4095.80813,73.89344565,738.9344565,63.33723913,5489.227391,32375.8854,2227.359576,25609.35702,15475.39876,330208.6962,73.89344565,73.89344565,1171.738924,116.1182717,0,152832.758,12466.8799,337.7986087,126220.5614,13839.18675,3567.997804,73.89344565,6808.753206,16604.91286
CGGA_1158,819.7633819,526.2678501,28266.65587,7074.25437,0,3127.245494,31323.05762,8865.589167,657.8348126,30.36160674,2560.495501,112651.6815,17326.35691,55227.76265,0,566.7499924,86692.50777,4959.062434,0,627.4732059,404.8214231,6861.723122,23671.93272,5991.357063,28266.65587,24866.15592,281411.6123,0,0,1406.754445,354.2187453,0,72503.51689,11739.82127,4088.696374,138732.3017,7914.258823,2631.33925,0,11223.67396,16628.03996
CGGA_1198,203.3967253,4067.934506,30407.81043,15458.15112,203.3967253,711.8885386,52476.35513,23187.22669,5390.013221,1220.380352,1932.26889,9152.852639,13627.5806,72714.3293,203.3967253,2237.363978,78917.92942,9152.852639,0,0,0,2542.459066,9254.551002,16678.53148,30407.81043,15356.45276,345672.7347,0,0,2339.062341,203.3967253,203.3967253,36001.22038,15661.54785,0,142581.1044,4779.823045,3254.347605,0,30916.30225,22882.1316
CGGA_1211,2554.836928,138.0992934,23223.69784,7526.41149,0,2290.146615,45250.53513,11393.1917,2198.08042,23.0165489,3107.234101,94298.80084,15720.3029,36089.94867,23.0165489,794.070937,55723.06488,6686.307455,46.0330978,92.06619559,368.2647824,9793.541556,27009.92013,2462.770732,23223.69784,23235.20611,215883.7204,0,46.0330978,817.0874859,241.6737634,23.0165489,90351.4627,8987.962345,437.3144291,239118.9265,8780.813405,3832.255392,46.0330978,4062.420881,34099.01719
