,ZFP36,GADD45B,PNRC1,KIF21B,ELFN2,CSPG5,CP,ATF3,RGS1,CD40,ARPP21,SPHKAP,MBOAT1,JUNB,OLFML2B,TNFRSF1A,CEBPD,TNFAIP3,FCGR2A,SGK1,PRDM1,STX11,ARMCX4,C1orf85,PNRC1.1,FPR3,TRAM2,LCP2,FCGR2A.1,GBP2,CCRL2,OLFML2B.1,CAP1,KYNU,HMOX1,PLAUR,SERPINA5,SERPINE1,FCGR2A.2,SPIRE2,CXCL1
CGGA_1212,1413.017285,339.5622933,24579.92858,10515.47747,0,613.4028523,49630.86293,10340.21951,3253.225842,54.76811181,1905.930291,71943.39168,16342.80457,16529.01615,21.90724473,942.0115232,71450.47867,7163.669025,21.90724473,383.3767827,131.4434684,10351.17313,25905.31689,2201.678095,24579.92858,22104.40993,298299.9978,21.90724473,21.90724473,2201.678095,295.7478038,21.90724473,147446.7106,12454.26863,1522.553508,102744.9778,20833.78973,3603.741757,21.90724473,11939.44838,25850.54878
CGGA_1226,479.1676174,410.7151006,32446.49295,14317.98476,0,422.1238534,36930.1328,8442.477068,8670.652124,22.81750559,3068.954502,107561.7214,13097.24821,24779.81107,718.7514261,216.7663031,58310.13554,6731.164149,57.04376398,0,399.3063478,9161.228495,53849.31319,4540.683612,32446.49295,18413.72701,189659.1065,34.22625839,57.04376398,1289.189066,319.4450783,718.7514261,120830.1009,13724.72961,11191.98649,128930.3153,35504.0387,12378.49678,57.04376398,5042.668735,44767.94597
CGGA_1282,1366.147072,1110.608771,21701.09881,7725.119415,0,481.5914139,32866.1569,6997.818096,9140.408468,206.3963202,3243.370747,137135.6122,6879.877342,9533.544316,39.31358481,992.6680164,132634.2068,4383.464706,0,0,29.48518861,12708.11629,19175.20099,12570.51874,21701.09881,26841.35003,260776.8364,29.48518861,0,4147.583197,363.6506595,39.31358481,71737.46388,8049.45649,17926.99467,93812.04175,28738.2305,6152.576023,0,10644.15309,28119.04153
CGGA_1303,656.4641201,451.3190826,45788.37238,26217.5358,0,492.3480901,39305.78919,18996.43048,6810.815246,82.05801502,1559.102285,11241.94806,9641.816764,71062.241,1066.754195,1353.957248,60681.9021,2010.421368,0,0,0,4225.987773,9929.019817,4882.451893,45788.37238,14278.09461,438394.9452,0,0,451.3190826,1518.073278,1066.754195,60887.04714,10585.48394,533.3770976,46403.80749,15960.28392,4800.393878,0,21786.40299,21088.90986
CGGA_1317,1389.675228,2779.350456,43234.34042,24499.45957,0,4683.720212,65417.67461,29697.87431,2676.41155,51.46945288,1389.675228,15337.89696,16830.51109,49616.55258,205.8778115,3088.167173,87292.19208,3242.575531,514.6945288,514.6945288,0,6485.151063,14720.26352,8029.234649,43234.34042,21153.94513,273817.4893,102.9389058,514.6945288,411.755623,257.3472644,205.8778115,64645.63282,8698.337537,7566.009573,104431.5199,13330.5883,3654.331154,514.6945288,52498.84194,23264.1927
CGGA_1318,2754.280723,392.1953133,27988.48372,7558.67331,0,365.4547237,38078.59951,7728.030377,1684.657141,1114.191231,1497.473014,158874.756,7451.710952,2986.032499,178.2705969,106.9623582,111062.5819,4688.516699,17.82705969,534.8117908,44.56764923,5062.884953,23843.69234,2593.837185,27988.48372,16463.28963,269990.8191,17.82705969,17.82705969,1506.386544,882.4394548,178.2705969,136724.6343,13263.33241,5107.452602,79517.59976,11614.32939,5303.550259,17.82705969,9715.747533,15081.6925
CGGA_1339,478.6979416,523.2279827,17778.6189,8293.720151,0,489.8304519,36024.80323,11611.20821,2471.41728,55.66255135,2148.574482,63421.91101,13492.60245,11522.14813,55.66255135,1135.516048,41936.16619,9729.813976,166.987654,166.987654,211.5176951,7135.939083,21897.6477,3751.655961,17778.6189,17199.72837,393511.973,22.26502054,166.987654,1525.153907,278.3127567,55.66255135,91720.75211,11165.9078,0,154363.3874,26495.37444,1925.924277,166.987654,2716.332506,26406.31436
CGGA_1350,3787.161522,252.4774348,35220.60216,15148.64609,0,1577.983968,71956.06893,23164.80465,4039.638957,0,1388.625892,8079.277915,14769.92994,146815.6284,0,1009.909739,61541.37474,2840.371142,0,1514.864609,1325.506533,8521.113425,10856.5297,8268.635991,35220.60216,22218.01426,207283.974,0,0,4544.593827,1073.029098,0,48665.02556,13191.94597,0,146815.6284,19314.52376,6753.771382,0,30739.12769,42100.61226
CGGA_1361,821.8759907,845.3581618,27532.84569,14840.73217,0,563.5721079,36092.09708,9874.252973,5400.899367,246.5627972,2406.922544,82809.8766,13326.13213,16108.76942,140.893027,833.6170762,31935.75278,7326.437402,305.2682251,258.3038828,0,8934.966127,41492.99644,1491.117869,27532.84569,18210.42374,302532.5522,35.22325674,305.2682251,810.1349051,1315.001585,140.893027,175458.7829,7009.428092,1725.93958,94468.77458,39543.97624,1620.26981,305.2682251,4285.496237,21110.47187
CGGA_1365,488.6988393,25717.77642,41905.92547,19486.86622,0,427.6114844,60781.91814,14783.13989,2626.756261,183.2620648,794.1356139,10873.54918,6536.346976,10323.76298,427.6114844,1771.533293,44166.15761,5925.473427,0,0,0,4886.988393,14905.3146,3665.241295,41905.92547,15027.48931,319731.2156,0,0,6108.735492,671.9609041,427.6114844,79352.47404,20097.73977,2871.105681,177886.3775,26817.34881,2138.057422,0,11728.77214,24557.11668
CGGA_1368,944.5843829,1889.168766,36366.49874,14536.10411,0,997.061293,68692.2754,17107.47271,3096.137699,52.47691016,944.5843829,8081.444165,10810.24349,127256.5071,104.9538203,3201.09152,75671.70445,6507.13686,0,0,0,3306.04534,17159.94962,7766.582704,36366.49874,16477.74979,256821.9983,209.9076406,0,1154.492024,524.7691016,104.9538203,33690.17632,13224.18136,0,150136.44,14168.76574,4093.198992,0,43660.78925,24874.05542
CGGA_1377,543.5384352,664.3247541,21308.71977,11082.14476,40.26210631,342.2279037,37957.10073,11293.52082,613.9971213,100.6552658,1318.583982,65395.72618,7931.634943,30881.03554,40.26210631,372.4244834,69230.6918,5787.677782,90.5897392,70.45868605,442.8831694,8243.666267,26029.45173,2546.578224,21308.71977,14192.39248,262710.2437,0,90.5897392,1932.581103,392.5555365,40.26210631,181048.6266,8465.107852,231.5071113,131012.8939,26422.00727,3180.706399,90.5897392,19537.18709,27015.87334
CGGA_1382,1114.788665,2635.740643,19945.21116,10905.91702,190.1189972,155.5519068,63421.96911,9618.292904,2367.845693,380.2379944,4701.124295,56793.72953,13368.82221,27299.35964,414.8050848,216.044315,16989.72493,5548.018009,43.208863,0,406.1633122,8373.87765,27472.1951,5815.91296,19945.21116,12219.46646,284685.9148,17.2835452,43.208863,2894.993821,466.6557204,414.8050848,113656.5932,6204.792727,3456.70904,111176.4045,58565.29291,27990.70145,43.208863,7285.014302,72755.08352
CGGA_1413,2948.435728,760.4562738,37395.7708,12994.46334,80.04802882,533.6535254,36661.9972,9312.254019,8738.576479,213.4614102,3708.892002,89813.88833,16636.64866,14662.13061,53.36535254,3708.892002,42852.37809,7417.784004,533.6535254,80.04802882,66.70669068,13074.51137,42385.43126,2601.560937,37395.7708,21332.79968,308158.2283,40.02401441,533.6535254,1827.763325,1334.133814,53.36535254,104355.9469,6457.207658,653.7255687,97485.15776,29164.16517,5176.439197,533.6535254,11780.40157,26482.5562
CGGA_1417,1539.354481,479.4710677,38155.80286,10068.89242,340.6768113,328.0591516,32692.35622,10359.09859,3368.915134,391.14745,2208.090443,78797.28468,17891.84142,19935.90229,618.2653241,2990.385343,44679.13291,7860.801978,227.1178742,88.32361774,113.5589371,10510.51051,32604.0326,3583.415348,38155.80286,23494.08232,326456.7088,75.70595806,227.1178742,1943.11959,429.000429,618.2653241,81775.05236,5690.564514,883.2361774,118378.8831,45562.36909,3911.4745,227.1178742,13034.04245,19305.01931
CGGA_1418,881.1942774,13839.93365,28820.23637,28198.21688,0,466.5146175,49398.71449,11766.53535,2280.73813,466.5146175,1036.69915,7464.233879,9900.476882,5027.990877,518.349575,725.6894049,25813.80883,5650.010367,259.1747875,0,0,5027.990877,7827.078582,16587.1864,28820.23637,15965.16691,431837.0309,0,259.1747875,2332.573087,466.5146175,518.349575,73139.12503,16898.19614,4716.981132,94443.29256,58936.34667,3939.45677,259.1747875,11662.86544,33848.22724
CGGA_1422,1410.636197,17562.42065,27930.5967,23346.02906,0,211.5954295,102694.3151,20242.62943,2609.676964,211.5954295,705.3180985,7264.776414,10509.23967,3879.249542,1692.763436,211.5954295,61080.54733,1269.572577,0,0,0,6912.117365,17280.29341,9592.326139,27930.5967,16645.50712,296515.7286,0,0,2539.145154,916.913528,1692.763436,43094.93582,21018.47933,2327.549725,170052.1935,57342.3614,6982.649175,0,12977.85301,23346.02906
CGGA_1446,2097.4914,2181.391056,28861.48167,23072.4054,0,335.598624,44047.31941,17031.63017,251.698968,0,1090.695528,10403.55735,12584.9484,188354.7277,167.799312,2600.889336,45389.7139,8557.764913,0,0,0,8557.764913,4950.079705,5789.076265,28861.48167,15101.93808,296753.0833,0,0,1006.795872,335.598624,167.799312,46060.91115,14850.23911,0,125681.6847,19213.02123,1594.093464,0,22820.70644,21226.61297
CGGA_1455,2480.774001,1405.771934,35226.99082,13809.64194,0,909.6171339,47465.4759,19101.95981,1571.156868,0,1075.002067,11742.33027,11411.56041,234598.5281,165.3849334,4217.315803,90134.78872,4382.700736,0,0,0,6284.62747,8600.016538,9261.556272,35226.99082,18523.11254,224344.6622,0,0,661.5397337,330.7698669,165.3849334,37211.61002,13726.94947,909.6171339,100388.6546,15794.26114,3555.776069,0,19432.72968,25882.74208
CGGA_1467,2265.394385,15239.92586,25262.5798,29862.01689,0,0,26841.49104,14210.20114,343.2415734,0,2334.042699,12905.88316,11738.86181,16406.94721,0,1167.02135,54850.00343,5491.865175,0,480.5382028,0,7345.369671,9542.115741,10503.19215,25262.5798,18603.69328,454039.9533,0,0,4393.49214,411.8898881,0,56497.56298,23820.9652,274.5932587,98578.97989,32402.00453,2196.74607,0,21898.81238,14828.03597
CGGA_1469,1025.115325,878.670279,57113.56813,12301.38391,146.4450465,1025.115325,39247.27246,15376.72988,4393.351395,0,1830.563081,8786.70279,11715.60372,139562.1293,439.3351395,3221.791023,47082.08245,7834.809988,0,0,0,4979.131581,13326.49923,6370.359523,57113.56813,14278.39203,320641.4293,0,0,4393.351395,1244.782895,439.3351395,31998.24266,11349.4911,0,123306.7291,22625.75968,2928.90093,0,14278.39203,18744.96595
CGGA_1474,1118.23468,1416.430595,32428.80573,19159.08752,0,223.646936,42194.72193,23557.47726,3429.253019,0,1789.175488,13046.07127,12896.97331,52184.28508,1416.430595,2161.920382,34367.07917,8200.387655,0,596.3918294,0,5292.977486,10213.21008,6262.114209,32428.80573,22588.34054,396749.6645,0,0,1490.979574,820.0387655,1416.430595,77680.03578,20948.26301,3205.606083,100566.5722,21022.81199,7603.995825,0,9616.81825,31906.96287
CGGA_1481,205.4653791,9245.942059,38832.95665,15923.56688,410.9307582,0,60612.28683,13766.1804,1027.326895,205.4653791,3184.713376,8835.011301,12430.65543,5753.030614,410.9307582,308.1980686,63077.87138,2157.38648,0,0,0,15512.63612,9965.070886,6472.159441,38832.95665,20443.80522,415656.4619,205.4653791,0,4212.040271,1951.921101,410.9307582,51674.54284,18183.68605,4314.772961,89069.24183,46126.9776,5033.901788,0,8218.615163,27326.89542
CGGA_1486,0,15489.27263,27420.19885,31815.80324,523.2862376,0,75876.50445,20617.47776,732.6007326,941.9152276,1779.173208,8163.265306,11512.29723,4081.632653,209.314495,418.6289901,76295.13344,1151.229723,0,0,0,3663.003663,20617.47776,13396.12768,27420.19885,11512.29723,286865.5154,0,0,4395.604396,1046.572475,209.314495,65724.75144,33594.97645,3976.975406,160439.5604,19570.90529,8895.866039,0,12977.49869,48665.62009
CGGA_1488,613.8177189,682.0196876,24473.13979,15288.608,34.10098438,363.7438334,45126.96933,11105.55391,4058.017141,22.73398959,1932.389115,61211.26697,15106.73608,12174.05142,68.20196876,954.8275627,46434.17373,8388.842158,341.0098438,159.1379271,329.642849,7934.162366,29713.32439,1534.544297,24473.13979,17016.39121,270170.7323,11.36699479,341.0098438,988.9285471,341.0098438,68.20196876,190010.685,8934.457908,2284.765954,107383.9998,49923.84113,7706.82247,341.0098438,7218.041694,24734.58067
CGGA_1494,947.567909,2053.063803,33322.8048,46746.68351,0,631.7119394,77542.64056,32533.16488,6001.263424,157.9279848,4737.839545,12002.52685,24320.90967,29058.74921,1421.351864,631.7119394,91440.30322,7422.615287,1105.495894,0,0,6632.975363,19267.21415,9791.53506,33322.8048,17687.9343,142608.9703,0,1105.495894,11212.88692,3316.487682,1421.351864,102337.3342,22109.91788,1263.423879,126974.0998,44061.90777,9633.607075,1105.495894,22899.5578,51168.66709
CGGA_1497,1653.174794,9818.150773,22981.45805,12317.31642,0,294.9325924,60298.19237,9135.14898,527.7741127,93.13660812,1614.367874,62122.11762,7241.371281,3205.451596,93.13660812,1032.264073,90862.52261,5029.376838,155.2276802,0,38.80692005,9173.9559,26380.94425,19993.32521,22981.45805,20280.49642,288560.4961,31.04553604,155.2276802,10695.18717,225.0801363,93.13660812,100851.4238,8948.875764,2134.380603,136142.4369,30843.74006,1792.879706,155.2276802,11044.44945,21002.30513
CGGA_1503,226.963232,7376.305039,53222.87789,34725.37449,3177.485247,453.9264639,68656.37767,51180.20881,3631.411711,2610.077167,2837.040399,10099.86382,12256.01453,1021.334544,907.8529278,567.4080799,71606.89968,4085.338175,0,0,0,13277.34907,15093.05493,3290.966863,53222.87789,23036.76804,182251.4753,0,0,2383.113936,3064.003631,907.8529278,89083.06854,24285.06582,794.3713118,151724.9206,26895.14299,5333.635951,0,30980.48116,45733.09124
CGGA_1521,501.285705,3926.738023,19178.81975,14165.9627,185.6613722,55.69841167,63941.77659,14258.79339,3388.320043,222.7936467,4325.909973,53693.26885,12467.16114,3889.605748,863.3253808,1680.235419,43296.232,5077.83853,0,64.98148028,1262.497331,13033.42833,29993.59468,2849.902064,19178.81975,17164.39386,266943.921,0,0,3016.997299,798.3439006,863.3253808,113569.0614,6934.452253,3926.738023,98521.20717,92004.49301,25621.26937,0,4920.026364,54213.12069
CGGA_1526,1002.477387,633.750072,23356.57084,10024.77387,23.04545716,138.272743,31180.50354,9172.091951,3099.613989,115.2272858,3272.454917,86697.00985,21086.59331,18263.5248,172.8409287,1394.250158,32044.70819,7812.409979,80.65910007,241.9773002,507.0000576,10808.31941,34729.50395,2638.704845,23356.57084,18770.52486,309108.7169,23.04545716,80.65910007,1532.522901,1521.000173,172.8409287,150717.2899,8976.205565,0,101204.1251,42207.7548,3906.204989,80.65910007,1855.159302,37990.43614
CGGA_1536,200.1538024,853.2872628,15906.96009,9649.520158,337.1011409,421.3764261,53483.20288,10070.89658,3307.804945,94.80969587,2149.019773,50396.62056,13115.34126,15285.42986,52.67205326,695.2711031,52461.36505,6204.767874,84.27528522,0,452.9796581,9723.261032,23049.29051,1769.78099,15906.96009,14495.34906,267384.4112,0,84.27528522,1464.283081,136.9473385,52.67205326,218315.1264,9523.10723,4213.764261,97495.97059,51797.69718,6794.694871,84.27528522,14063.43822,28421.83994
CGGA_1542,2171.55266,5231.467772,19840.09476,19642.68088,197.4138782,690.9485737,90316.84927,25170.26947,789.6555128,1184.483269,987.069391,10660.34942,15793.11026,54190.10956,592.2416346,2072.845721,51426.31527,3750.863686,197.4138782,789.6555128,0,7008.192676,6317.244102,7797.848189,19840.09476,18162.07679,345770.4077,0,197.4138782,3059.915112,1480.604086,592.2416346,60606.06061,20234.92252,296.1208173,118645.7408,13917.67841,9179.745336,197.4138782,23689.66538,37311.22298
CGGA_1635,621.6972334,15542.43084,13988.18775,30307.74013,0,2797.637551,46005.59528,20671.43301,5750.699409,0,3263.910476,10724.27728,16319.55238,110662.1076,310.8486167,777.1215418,95275.10103,11812.24744,0,0,0,15853.27945,10568.85297,2642.213242,13988.18775,21137.70594,301678.5825,0,0,4041.032017,310.8486167,310.8486167,76624.18402,24867.88934,0,76157.9111,12744.79329,1865.0917,0,22381.1004,29996.89151
CGGA_1645,1006.036217,449.5055439,23427.80085,14512.60756,0,385.2904662,51896.48529,9771.394323,599.3407252,32.10753885,2129.800077,75559.74143,9054.325956,18258.48709,42.8100518,545.8281605,54165.41804,6785.39321,0,0,53.51256475,7277.708806,23673.95865,2878.975984,23427.80085,20580.9324,249914.3799,0,0,1380.624171,395.9929792,42.8100518,165696.3055,6635.558029,6111.134894,115801.1901,22710.73248,3499.721735,0,50654.99379,30641.29458
CGGA_1650,748.3909594,853.1656938,29262.08651,17512.34845,0,89.80691513,42538.54213,11300.70349,1811.106122,434.0667565,2559.497081,57925.46026,19877.26388,4056.279,59.87127675,628.6484059,55650.35174,14369.10642,29.93563838,224.5172878,59.87127675,14833.10882,30893.57881,2424.786709,29262.08651,17976.35085,159661.7273,0,29.93563838,1332.135908,658.5840443,59.87127675,222556.5035,14443.94552,6900.164646,107019.9072,85077.08427,3741.954797,29.93563838,8247.268373,34860.05089
CGGA_1666,765.3771222,10993.59866,27205.67771,34859.44893,626.2176454,0,58446.98024,18856.1091,3061.508489,834.9568606,974.1163373,12246.03395,17951.5725,7792.930699,487.0581687,626.2176454,71180.07236,2644.030058,487.0581687,626.2176454,0,4174.784303,12593.93265,24352.90843,27205.67771,26092.40189,315057.0554,278.3189535,487.0581687,5148.90064,1113.275814,487.0581687,63874.19983,18647.36989,1461.174506,104995.8252,33398.27442,23657.11105,487.0581687,28597.27247,37225.16003
CGGA_1678,85.17887564,3066.439523,18696.7632,23509.36968,298.1260647,170.3577513,70400.34072,13586.03066,0,85.17887564,2427.597956,12989.77853,10306.64395,2342.41908,1746.166951,42.58943782,32410.56218,638.8415673,0,0,0,2640.545145,4599.659284,3833.049404,18696.7632,20911.41397,454386.7121,85.17887564,0,1405.451448,1149.914821,1746.166951,55706.98467,15119.25043,2044.293015,116482.1124,41822.82794,16652.47019,0,6473.594549,43441.22658
CGGA_1696,577.9233288,7705.644385,26006.5498,22827.97149,674.2438836,0,76093.2383,16470.81487,577.9233288,288.9616644,3371.219418,10884.22269,11654.78713,74166.8272,577.9233288,770.5644385,41032.55635,2119.052206,192.6411096,0,0,7416.68272,6549.797727,2119.052206,26006.5498,15892.89154,419379.6956,192.6411096,192.6411096,1733.769987,1637.449432,577.9233288,59526.10287,30052.0131,0,61837.79619,8572.529378,22827.97149,192.6411096,8957.811597,30340.97476
CGGA_1699,455.7538929,3494.113179,46107.10216,20357.00722,607.6718572,227.8769464,54310.67224,18458.03266,3646.031143,75.95898215,2202.810482,10254.46259,14204.32966,139156.8553,379.7949107,4177.744018,63881.50399,8963.159894,607.6718572,0,0,5469.046715,12457.27307,6152.677554,46107.10216,30155.71591,251879.9848,531.712875,607.6718572,7595.898215,303.8359286,379.7949107,30459.55184,22559.8177,3342.195215,125408.2795,15343.71439,3797.949107,607.6718572,18306.1147,26965.43866
CGGA_1720,2856.733045,1960.2687,22877.77007,15777.77247,0,107.5757214,37890.55963,7590.064784,2928.450192,143.4342951,2761.110181,87016.80572,13100.33229,23726.42299,155.3871531,1087.710071,50955.03335,6299.156128,274.9157324,0,274.9157324,11092.25216,26523.39174,4111.783127,22877.77007,17726.08831,261767.5886,0,274.9157324,2318.854438,1350.672946,155.3871531,141103.4878,7123.903325,4948.483182,106667.3042,73629.60484,4494.274581,274.9157324,12598.31226,23176.59152
CGGA_1722,0,12792.77584,28407.48754,33110.71395,188.1290565,0,88138.46299,26149.93886,846.5807544,0,3480.387546,5926.065281,13357.16301,1505.032452,0,282.1935848,104599.7554,3010.064905,564.3871696,0,0,8371.743016,12980.9049,10723.35622,28407.48754,17119.74414,203931.8973,0,564.3871696,5361.678111,1316.903396,0,54181.16828,13639.3566,0,169598.3445,75157.55808,12134.32415,564.3871696,22011.09961,41576.52149
CGGA_1735,428.0785267,3621.544336,23732.67352,12200.23801,0,214.0392634,27902.15837,7054.73412,10231.07679,94.17727588,2808.195135,63809.38519,8869.787074,5008.518763,291.0933982,1318.481862,31429.52543,8835.540792,2234.56991,0,839.0339124,8484.5164,29477.48735,1926.35337,23732.67352,14289.26122,433249.7153,42.80785267,2234.56991,2371.555038,248.2855455,291.0933982,112832.9381,6746.517581,1729.437248,71608.97595,46617.75156,1986.284364,2234.56991,4452.016678,24520.33801
CGGA_1745,3138.440079,5114.494944,42659.53737,37661.28095,0,1278.623736,56259.44438,18133.20935,11623.85214,0,2789.724515,13367.42997,15924.67744,152039.9861,697.4311287,2789.724515,70324.30547,6858.072765,0,0,0,18946.879,14762.29222,7671.742415,42659.53737,16854.58561,203649.8896,348.7155643,0,2208.531907,697.4311287,697.4311287,68929.44322,8252.935023,1278.623736,91944.67046,23015.22725,4533.302336,0,18249.44787,34639.07939
CGGA_1767,250.9095471,12043.65826,24212.7713,25216.40948,250.9095471,0,143520.2609,17751.85046,1129.092962,2132.73115,1944.54899,5833.64697,10350.01882,2007.276377,188.1821603,690.0012545,63668.29758,3199.096726,250.9095471,0,0,4453.644461,12545.47736,11479.11178,24212.7713,30924.60168,155187.5549,0,250.9095471,6900.012545,439.0917074,188.1821603,52502.82273,24463.68084,1003.638188,239994.9818,72011.04002,4202.734914,250.9095471,11040.02007,33308.24238
CGGA_1769,1357.664234,423.3576642,44656.93431,22306.56934,0,394.1605839,30671.53285,10145.9854,20262.77372,175.1824818,4058.394161,82029.19708,15518.24818,5474.452555,423.3576642,861.3138686,34467.15328,14540.14599,978.1021898,0,0,15868.61314,61036.49635,1197.080292,44656.93431,15182.48175,222613.1387,43.79562044,978.1021898,1591.240876,145.9854015,423.3576642,142262.7737,10043.79562,0,77328.46715,75328.46715,2846.715328,978.1021898,2014.59854,36715.32847
CGGA_1780,139.4991979,16112.15736,17855.89733,17437.39973,278.9983958,418.4975936,87884.49466,12485.17821,69.74959894,69.74959894,2022.738369,6416.963102,10392.69024,15065.91337,139.4991979,976.4943852,77073.30683,3138.731952,0,488.2471926,0,8300.202274,11159.93583,14507.91658,17855.89733,18274.39492,342679.7796,0,0,3068.982353,1394.991979,139.4991979,32782.3115,22808.11885,2929.483155,159656.832,52730.6968,9067.447862,0,10671.68864,23505.61484
CGGA_1791,2120.238014,3351.343957,35907.25669,16483.14069,273.5790986,205.1843239,53142.73989,16004.37727,4719.23945,478.7634225,2257.027563,4514.055126,9985.637097,42336.3655,1436.290267,1778.264141,65727.37843,3624.923056,820.7372957,0,341.9738732,3624.923056,10601.19007,9438.4789,35907.25669,16209.56159,374940.1546,136.7895493,820.7372957,2120.238014,341.9738732,1436.290267,83304.83551,16414.74591,5471.581971,62649.61357,30367.27994,4582.449901,820.7372957,12174.26989,63128.37699
CGGA_P102,742.0867201,5340.250229,35086.13754,11831.77518,492.4126834,124.8370183,35002.91286,9341.970206,1796.265986,1137.403945,1837.878326,61551.58543,7247.482453,388.3818348,97.09545871,499.3480733,56454.07385,3176.408578,0,353.7048853,27.74155963,6935.389908,35155.49144,4799.289816,35086.13754,18538.29722,405699.5034,0,0,5680.084334,1130.468555,97.09545871,105743.8899,7712.153577,124.8370183,97296.58501,24780.14814,589.5081421,0,11935.80603,6165.561628
CGGA_P103,963.2601256,509.9612429,37419.82276,9111.307541,33.9974162,1155.912151,42530.76766,11502.45915,7060.130097,33.9974162,2221.164525,78409.37422,16386.75461,14086.26278,33.9974162,3218.422067,74578.99866,8012.05775,0,79.32730446,271.9793296,9983.90789,38972.37143,2515.808799,37419.82276,22585.61683,273010.5845,33.9974162,0,2334.489245,509.9612429,33.9974162,98853.15383,5994.877723,1665.873394,119455.588,24342.15,4057.024999,0,22744.27144,27866.54881
CGGA_P108,74.6414876,4543.800558,32067.84911,13342.16591,37.3207438,373.207438,68968.73455,6120.601984,28289.1238,74.6414876,2015.320165,53872.49368,11149.57221,1838.046632,102.6320455,1922.018306,50756.21157,9488.799112,65.31130165,233.2546488,93.30185951,10365.83659,30033.86858,3993.319587,32067.84911,24519.72868,294516.6497,522.4904132,65.31130165,1586.131612,1100.961942,102.6320455,105860.2898,10300.52529,17167.54215,93227.21802,37740.60217,1838.046632,65.31130165,15105.57105,34391.06541
CGGA_P111,1053.251489,849.3963623,23681.17058,6432.761784,283.1321208,407.7102539,36116.33333,9977.575936,2514.213232,385.0596843,2197.105257,82889.75968,17588.16734,39332.71422,22.65056966,1449.636458,76762.78058,6953.724886,237.8309814,0,339.7585449,9728.41967,26806.94919,3556.139437,23681.17058,21053.7045,311547.2604,67.95170899,237.8309814,1868.671997,736.143514,22.65056966,86004.21301,5051.077035,1902.647852,103263.9471,44417.76711,5107.703459,237.8309814,13522.39009,31710.79753
CGGA_P112,543.3949645,835.9922531,45812.37547,15521.5895,55.73281688,445.862535,37981.9147,10533.50239,24550.30583,41.79961266,3594.766688,75740.89813,11230.1626,6088.810244,1323.654401,1379.387218,53127.30769,5810.146159,139.3320422,0,0,12804.61468,66767.91462,1379.387218,45812.37547,17527.97091,237686.5308,97.53242953,139.3320422,1421.18683,181.1316548,1323.654401,146437.9763,9209.847989,320.463697,66461.38412,40127.62815,3511.167463,139.3320422,9516.378482,44377.25544
CGGA_P113,1030.441476,446.9384715,49200.47673,14351.69092,49.65983016,670.4077072,37716.64101,9124.993793,21837.91031,62.0747877,2408.501763,69138.89854,8926.354472,6617.172369,260.7141084,2346.426975,56661.86622,6853.056563,409.6935988,0,0,11061.72717,71485.32552,1303.570542,49200.47673,16387.74395,280962.9041,198.6393207,409.6935988,1142.176094,111.7346179,260.7141084,132591.7465,8318.021552,37.24487262,56177.68287,26170.7305,2110.542782,409.6935988,14649.6499,38896.06198
CGGA_P121,359.8907918,161.3303549,53338.29734,6540.084388,24.8200546,1563.66344,36435.84016,9233.060313,25117.89526,111.6902457,1352.692976,137254.902,8984.859767,3946.388682,198.5604368,285.4306279,60660.21345,2941.176471,0,372.3008191,0,3983.618764,73628.69198,1141.722512,53338.29734,22846.86026,122213.9489,99.28021842,0,372.3008191,409.530901,198.5604368,81720.02978,36435.84016,0,219793.9935,5026.061057,719.7815835,0,546.0412013,28642.34301
CGGA_P128,865.5293527,464.1244355,33253.88861,10800.30105,0,639.7390868,46700.95334,13421.97692,9232.313096,0,2571.500251,57513.79829,13710.4867,9934.771701,163.0707476,1442.548921,72666.83392,6874.059207,288.5097842,175.6146513,163.0707476,10800.30105,35800.30105,3926.241846,33253.88861,19141.99699,277747.1149,100.3512293,288.5097842,1279.478174,740.0903161,163.0707476,123105.8705,8542.398394,163.0707476,105193.1761,43953.83843,2145.007526,288.5097842,17423.48219,35060.21074
CGGA_P13,1066.948312,387.9812045,29163.25387,6854.334612,0,980.7302668,52959.43441,12318.40324,6811.22559,21.55451136,2403.328017,64609.6478,16435.31491,15594.68897,21.55451136,1260.938915,73296.11588,5668.836487,204.7678579,140.1043238,86.21804544,9882.743458,32730.5255,3804.371255,29163.25387,20692.3309,344732.0774,10.77725568,204.7678579,1293.270682,528.0855283,21.55451136,80894.08113,6380.135362,0,113452.1705,15896.45213,3287.062982,204.7678579,20056.47282,26479.7172
CGGA_P131,1214.911439,682.0555449,30266.2148,7193.554575,106.5711789,1928.938338,33505.97864,13225.4833,4795.70305,191.828122,2376.537289,66564.35833,14483.02321,25289.34075,170.5138862,3335.677899,68344.09702,8504.380075,0,0,106.5711789,10902.2316,34347.89096,2898.736066,30266.2148,20461.66635,291781.2307,0,0,1310.8255,341.0277724,170.5138862,89637.01856,6959.097982,0,146322.2286,36255.51506,2056.823753,0,18404.84259,25598.39717
